|id |id_usuario|id_pesquisa_produto|id_pesquisa_subcategoria|id_resposta_pesquisa|id_produto|comentario                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |createdAt                    |updatedAt                    |deletedAt|
|241|27.866    |                   |314                     |                    |6.948     |Colocar mais sabor pra marcar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |2026-02-01 20:39:34.694 -0300|2026-02-01 20:39:34.694 -0300|         |
|242|15.850    |                   |68                      |                    |3.713     |Delicia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |2026-02-01 20:41:37.660 -0300|2026-02-01 20:41:37.660 -0300|         |
|243|27.866    |                   |260                     |                    |3.355     |Muito bom o produto                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |2026-02-01 20:44:35.613 -0300|2026-02-01 20:44:35.613 -0300|         |
|244|15.850    |                   |19                      |                    |6.939     |Macio e fofinho                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |2026-02-01 20:48:13.674 -0300|2026-02-01 20:48:13.674 -0300|         |
|245|15.850    |                   |104                     |                    |3.028     |Aparência deliciosa                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |2026-02-01 20:50:48.937 -0300|2026-02-01 20:50:48.937 -0300|         |
|246|27.866    |                   |270                     |                    |4.006     |Muito bom                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |2026-02-01 20:50:52.054 -0300|2026-02-01 20:50:52.054 -0300|         |
|247|27.866    |                   |19                      |                    |6.939     |Muito bom                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |2026-02-01 21:10:17.348 -0300|2026-02-01 21:10:17.348 -0300|         |
|248|27.866    |                   |104                     |                    |3.028     |Muito bom                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |2026-02-01 21:13:44.449 -0300|2026-02-01 21:13:44.449 -0300|         |
|249|27.866    |                   |311                     |                    |5.945     |Melhorar só no aroma                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-02-01 21:20:43.031 -0300|2026-02-01 21:20:43.031 -0300|         |
|250|27.617    |                   |98                      |                    |5.983     |Amei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-02-01 23:38:37.420 -0300|2026-02-01 23:38:37.420 -0300|         |
|251|27.617    |328                |                        |                    |6.944     |Adorei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |2026-02-01 23:39:19.620 -0300|2026-02-01 23:39:19.620 -0300|         |
|252|27.617    |                   |203                     |                    |3.455     |Amei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-02-01 23:41:00.766 -0300|2026-02-01 23:41:00.766 -0300|         |
|253|27.549    |329                |                        |                    |6.952     |Achei muito legal a proposta deste produto                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |2026-02-02 08:01:37.306 -0300|2026-02-02 08:01:37.306 -0300|         |
|254|51        |                   |315                     |                    |6.955     |Gostei do produto                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |2026-02-02 08:02:56.503 -0300|2026-02-02 08:02:56.503 -0300|         |
|255|56        |                   |315                     |                    |6.952     |Achei muito legal esse produto                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |2026-02-02 08:38:17.256 -0300|2026-02-02 08:38:17.256 -0300|         |
|256|27.870    |                   |19                      |                    |6.939     |O pão de forma é um excelente pão pela sua maciez]preço, qualidade                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |2026-02-02 11:05:03.727 -0300|2026-02-02 11:05:03.727 -0300|         |
|257|27.617    |                   |19                      |                    |6.939     |Amei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-02-02 22:36:22.719 -0300|2026-02-02 22:36:22.719 -0300|         |
|258|27.617    |                   |233                     |                    |5.062     |Amei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-02-02 22:52:20.367 -0300|2026-02-02 22:52:20.367 -0300|         |
|259|27.617    |                   |190                     |                    |6.482     |Amei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-02-02 22:55:14.343 -0300|2026-02-02 22:55:14.343 -0300|         |
|260|27.873    |                   |19                      |                    |6.939     |Sempre bom estar avaliando os alimentes que colocamos em nossa mesa                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |2026-02-03 12:41:38.061 -0300|2026-02-03 12:41:38.061 -0300|         |
|261|27.873    |                   |104                     |                    |3.028     |Não compraria                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |2026-02-03 12:45:15.582 -0300|2026-02-03 12:45:15.582 -0300|         |
|262|27.873    |                   |311                     |                    |5.945     |Produto muito bom                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |2026-02-03 12:50:21.236 -0300|2026-02-03 12:50:21.236 -0300|         |
|263|27.579    |                   |298                     |                    |4.399     |Linda embalagem                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |2026-02-03 13:55:21.145 -0300|2026-02-03 13:55:21.145 -0300|         |
|264|27.579    |                   |3                       |                    |2.470     |Deu água na boca                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |2026-02-03 14:00:29.989 -0300|2026-02-03 14:00:29.989 -0300|         |
|265|27.579    |                   |138                     |                    |2.471     |Vou comprar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |2026-02-03 14:04:08.303 -0300|2026-02-03 14:04:08.303 -0300|         |
|266|27.876    |                   |260                     |                    |3.352     |Meu salgado preferido e difícil de achar na minha cidade, quando encontro sempre compro                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |2026-02-03 18:25:31.131 -0300|2026-02-03 18:25:31.131 -0300|         |
|267|27.876    |                   |19                      |                    |6.939     |Pão macio ótimo para comer em familia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |2026-02-03 18:32:50.334 -0300|2026-02-03 18:32:50.334 -0300|         |
|268|27.617    |                   |261                     |                    |3.432     |Amei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-02-03 22:10:19.511 -0300|2026-02-03 22:10:19.511 -0300|         |
|269|27.878    |                   |3                       |                    |2.470     |Não experimentei ainda, mas vou testar, tem uma apresentação muito boa.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |2026-02-04 06:12:30.420 -0300|2026-02-04 06:12:30.420 -0300|         |
|270|27.617    |                   |296                     |                    |3.348     |Amei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-02-04 22:54:31.868 -0300|2026-02-04 22:54:31.868 -0300|         |
|271|27.617    |                   |97                      |                    |5.606     |Amei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-02-04 22:55:30.076 -0300|2026-02-04 22:55:30.076 -0300|         |
|272|27.617    |                   |10                      |                    |4.765     |Amei                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |2026-02-04 22:56:50.959 -0300|2026-02-04 22:56:50.959 -0300|         |
|273|27.881    |                   |19                      |                    |6.939     |Foi satisfatório                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |2026-02-04 23:12:06.034 -0300|2026-02-04 23:12:06.034 -0300|         |
|274|27.884    |                   |135                     |                    |3.683     |Muito bom                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |2026-02-05 00:46:30.378 -0300|2026-02-05 00:46:30.378 -0300|         |
|275|27.642    |                   |19                      |                    |6.939     |Bom produto                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |2026-02-05 17:34:45.586 -0300|2026-02-05 17:34:45.586 -0300|         |
|276|27.642    |                   |40                      |                    |2.457     |Gosto dele                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |2026-02-05 17:36:26.260 -0300|2026-02-05 17:36:26.260 -0300|         |
|277|27.887    |                   |19                      |                    |6.939     |Muito bom, ótimo para as mamães que querem preparar os lanches rápidos fácil e delicioso                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |2026-02-05 17:50:23.009 -0300|2026-02-05 17:50:23.009 -0300|         |
|278|27.887    |                   |104                     |                    |3.028     |Muito suculento                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |2026-02-05 18:01:48.896 -0300|2026-02-05 18:01:48.896 -0300|         |
|279|48        |                   |315                     |                    |6.953     |Gostei do produto                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |2026-02-06 13:09:29.749 -0300|2026-02-06 13:09:29.749 -0300|         |
